# 41595:
(5,9,1264)
(5,12,948)
(5,16,711)
(5,18,632)
(5,24,474)
(5,36,316)
(5,48,237)
(5,72,158)
(5,79,144)
(6,6,1580)
(6,8,1185)
(6,10,948)
(6,12,790)
(6,15,632)
(6,20,474)
(6,24,395)
(6,30,316)
(6,40,237)
(6,60,158)
(6,79,120)
(8,9,790)
(8,10,711)
(8,15,474)
(8,18,395)
(8,30,237)
(8,45,158)
(8,79,90)
(9,10,632)
(9,16,395)
(9,20,316)
(9,40,158)
(9,79,80)
(10,12,474)
(10,18,316)
(10,24,237)
(10,36,158)
(10,72,79)
(12,12,395)
(12,15,316)
(12,20,237)
(12,30,158)
(12,60,79)
(15,16,237)
(15,24,158)
(15,48,79)
(16,45,79)
(18,20,158)
(18,40,79)
(20,36,79)
(24,30,79)
# 27879:
(1,1,27879)
(1,3,9293)
# 52520:
(1,1,52520)
(1,2,26260)
(1,4,13130)
(1,5,10504)
(1,8,6565)
(1,10,5252)
(1,13,4040)
(1,20,2626)
(1,26,2020)
(1,40,1313)
(1,52,1010)
(1,65,808)
(1,101,520)
(1,104,505)
(1,130,404)
(1,202,260)
(2,2,13130)
(2,4,6565)
(2,5,5252)
(2,10,2626)
(2,13,2020)
(2,20,1313)
(2,26,1010)
(2,52,505)
(2,65,404)
(2,101,260)
(2,130,202)
(4,5,2626)
(4,10,1313)
(4,13,1010)
(4,26,505)
(4,65,202)
(4,101,130)
(5,8,1313)
(5,13,808)
(5,26,404)
(5,52,202)
(5,101,104)
(8,13,505)
(8,65,101)
(10,13,404)
(10,26,202)
(10,52,101)
(13,20,202)
(13,40,101)
(20,26,101)
# 29317:
(1,1,29317)
(1,19,1543)
# 67246:
(1,1,67246)
(1,2,33623)
# 16620:
(1,1,16620)
(1,2,8310)
(1,3,5540)
(1,4,4155)
(1,5,3324)
(1,6,2770)
(1,10,1662)
(1,12,1385)
(1,15,1108)
(1,20,831)
(1,30,554)
(1,60,277)
(2,2,4155)
(2,3,2770)
(2,5,1662)
(2,6,1385)
(2,10,831)
(2,15,554)
(2,30,277)
(3,4,1385)
(3,5,1108)
(3,10,554)
(3,20,277)
(4,5,831)
(4,15,277)
(5,6,554)
(5,12,277)
(6,10,277)
# 47301:
(1,1,47301)
(1,3,15767)
# 9047:
(1,1,9047)
(1,83,109)
# 1760:
(1,1,1760)
(1,2,880)
(1,4,440)
(1,5,352)
(1,8,220)
(1,10,176)
(1,11,160)
(1,16,110)
(1,20,88)
(1,22,80)
(1,32,55)
(1,40,44)
(2,2,440)
(2,4,220)
(2,5,176)
(2,8,110)
(2,10,88)
(2,11,80)
(2,16,55)
(2,20,44)
(2,22,40)
(4,4,110)
(4,5,88)
(4,8,55)
(4,10,44)
(4,11,40)
(4,20,22)
(5,8,44)
(5,11,32)
(5,16,22)
(8,10,22)
(8,11,20)
(10,11,16)
# 95849:
(1,1,95849)
(1,13,7373)
(1,73,1313)
(1,101,949)
(13,73,101)
# 41429:
(1,1,41429)
(1,17,2437)
# 66219:
(1,1,66219)
(1,3,22073)
# 32160:
(1,1,32160)
(1,2,16080)
(1,3,10720)
(1,4,8040)
(1,5,6432)
(1,6,5360)
(1,8,4020)
(1,10,3216)
(1,12,2680)
(1,15,2144)
(1,16,2010)
(1,20,1608)
(1,24,1340)
(1,30,1072)
(1,32,1005)
(1,40,804)
(1,48,670)
(1,60,536)
(1,67,480)
(1,80,402)
(1,96,335)
(1,120,268)
(1,134,240)
(1,160,201)
(2,2,8040)
(2,3,5360)
(2,4,4020)
(2,5,3216)
(2,6,2680)
(2,8,2010)
(2,10,1608)
(2,12,1340)
(2,15,1072)
(2,16,1005)
(2,20,804)
(2,24,670)
(2,30,536)
(2,40,402)
(2,48,335)
(2,60,268)
(2,67,240)
(2,80,201)
(2,120,134)
(3,4,2680)
(3,5,2144)
(3,8,1340)
(3,10,1072)
(3,16,670)
(3,20,536)
(3,32,335)
(3,40,268)
(3,67,160)
(3,80,134)
(4,4,2010)
(4,5,1608)
(4,6,1340)
(4,8,1005)
(4,10,804)
(4,12,670)
(4,15,536)
(4,20,402)
(4,24,335)
(4,30,268)
(4,40,201)
(4,60,134)
(4,67,120)
(5,6,1072)
(5,8,804)
(5,12,536)
(5,16,402)
(5,24,268)
(5,32,201)
(5,48,134)
(5,67,96)
(6,8,670)
(6,10,536)
(6,16,335)
(6,20,268)
(6,40,134)
(6,67,80)
(8,10,402)
(8,12,335)
(8,15,268)
(8,20,201)
(8,30,134)
(8,60,67)
(10,12,268)
(10,16,201)
(10,24,134)
(10,48,67)
(12,20,134)
(12,40,67)
(15,16,134)
(15,32,67)
(16,30,67)
(20,24,67)
# 25119:
(1,1,25119)
(1,3,8373)
(1,9,2791)
(3,3,2791)
# 77242:
(1,1,77242)
(1,2,38621)
(1,11,7022)
(1,22,3511)
(2,11,3511)
# 43935:
(1,1,43935)
(1,3,14645)
(1,5,8787)
(1,15,2929)
(1,29,1515)
(1,87,505)
(1,101,435)
(1,145,303)
(3,5,2929)
(3,29,505)
(3,101,145)
(5,29,303)
(5,87,101)
(15,29,101)
# 35142:
(1,1,35142)
(1,2,17571)
(1,3,11714)
(1,6,5857)
(2,3,5857)
# 4160:
(1,1,4160)
(1,2,2080)
(1,4,1040)
(1,5,832)
(1,8,520)
(1,10,416)
(1,13,320)
(1,16,260)
(1,20,208)
(1,26,160)
(1,32,130)
(1,40,104)
(1,52,80)
(1,64,65)
(2,2,1040)
(2,4,520)
(2,5,416)
(2,8,260)
(2,10,208)
(2,13,160)
(2,16,130)
(2,20,104)
(2,26,80)
(2,32,65)
(2,40,52)
(4,4,260)
(4,5,208)
(4,8,130)
(4,10,104)
(4,13,80)
(4,16,65)
(4,20,52)
(4,26,40)
(5,8,104)
(5,13,64)
(5,16,52)
(5,26,32)
(8,8,65)
(8,10,52)
(8,13,40)
(8,20,26)
(10,13,32)
(10,16,26)
(13,16,20)
# 78770:
(1,1,78770)
(1,2,39385)
(1,5,15754)
(1,10,7877)
(2,5,7877)
# 4787:
(1,1,4787)
# 25550:
(1,1,25550)
(1,2,12775)
(1,5,5110)
(1,7,3650)
(1,10,2555)
(1,14,1825)
(1,25,1022)
(1,35,730)
(1,50,511)
(1,70,365)
(1,73,350)
(1,146,175)
(2,5,2555)
(2,7,1825)
(2,25,511)
(2,35,365)
(2,73,175)
(5,5,1022)
(5,7,730)
(5,10,511)
(5,14,365)
(5,35,146)
(5,70,73)
(7,10,365)
(7,25,146)
(7,50,73)
(10,35,73)
(14,25,73)
# 55492:
(1,1,55492)
(1,2,27746)
(1,4,13873)
(2,2,13873)
# 21266:
(1,1,21266)
(1,2,10633)
(1,7,3038)
(1,14,1519)
(1,31,686)
(1,49,434)
(1,62,343)
(1,98,217)
(2,7,1519)
(2,31,343)
(2,49,217)
(7,7,434)
(7,14,217)
(7,31,98)
(7,49,62)
(14,31,49)
# 16879:
(1,1,16879)
# 11623:
(1,1,11623)
(1,59,197)
# 32965:
(1,1,32965)
(1,5,6593)
(1,19,1735)
(1,95,347)
(5,19,347)
# 36221:
(1,1,36221)
(1,29,1249)
# 51840:
(1,1,51840)
(1,2,25920)
(1,3,17280)
(1,4,12960)
(1,5,10368)
(1,6,8640)
(1,8,6480)
(1,9,5760)
(1,10,5184)
(1,12,4320)
(1,15,3456)
(1,16,3240)
(1,18,2880)
(1,20,2592)
(1,24,2160)
(1,27,1920)
(1,30,1728)
(1,32,1620)
(1,36,1440)
(1,40,1296)
(1,45,1152)
(1,48,1080)
(1,54,960)
(1,60,864)
(1,64,810)
(1,72,720)
(1,80,648)
(1,81,640)
(1,90,576)
(1,96,540)
(1,108,480)
(1,120,432)
(1,128,405)
(1,135,384)
(1,144,360)
(1,160,324)
(1,162,320)
(1,180,288)
(1,192,270)
(1,216,240)
(2,2,12960)
(2,3,8640)
(2,4,6480)
(2,5,5184)
(2,6,4320)
(2,8,3240)
(2,9,2880)
(2,10,2592)
(2,12,2160)
(2,15,1728)
(2,16,1620)
(2,18,1440)
(2,20,1296)
(2,24,1080)
(2,27,960)
(2,30,864)
(2,32,810)
(2,36,720)
(2,40,648)
(2,45,576)
(2,48,540)
(2,54,480)
(2,60,432)
(2,64,405)
(2,72,360)
(2,80,324)
(2,81,320)
(2,90,288)
(2,96,270)
(2,108,240)
(2,120,216)
(2,135,192)
(2,144,180)
(2,160,162)
(3,3,5760)
(3,4,4320)
(3,5,3456)
(3,6,2880)
(3,8,2160)
(3,9,1920)
(3,10,1728)
(3,12,1440)
(3,15,1152)
(3,16,1080)
(3,18,960)
(3,20,864)
(3,24,720)
(3,27,640)
(3,30,576)
(3,32,540)
(3,36,480)
(3,40,432)
(3,45,384)
(3,48,360)
(3,54,320)
(3,60,288)
(3,64,270)
(3,72,240)
(3,80,216)
(3,90,192)
(3,96,180)
(3,108,160)
(3,120,144)
(3,128,135)
(4,4,3240)
(4,5,2592)
(4,6,2160)
(4,8,1620)
(4,9,1440)
(4,10,1296)
(4,12,1080)
(4,15,864)
(4,16,810)
(4,18,720)
(4,20,648)
(4,24,540)
(4,27,480)
(4,30,432)
(4,32,405)
(4,36,360)
(4,40,324)
(4,45,288)
(4,48,270)
(4,54,240)
(4,60,216)
(4,72,180)
(4,80,162)
(4,81,160)
(4,90,144)
(4,96,135)
(4,108,120)
(5,6,1728)
(5,8,1296)
(5,9,1152)
(5,12,864)
(5,16,648)
(5,18,576)
(5,24,432)
(5,27,384)
(5,32,324)
(5,36,288)
(5,48,216)
(5,54,192)
(5,64,162)
(5,72,144)
(5,81,128)
(5,96,108)
(6,6,1440)
(6,8,1080)
(6,9,960)
(6,10,864)
(6,12,720)
(6,15,576)
(6,16,540)
(6,18,480)
(6,20,432)
(6,24,360)
(6,27,320)
(6,30,288)
(6,32,270)
(6,36,240)
(6,40,216)
(6,45,192)
(6,48,180)
(6,54,160)
(6,60,144)
(6,64,135)
(6,72,120)
(6,80,108)
(6,90,96)
(8,8,810)
(8,9,720)
(8,10,648)
(8,12,540)
(8,15,432)
(8,16,405)
(8,18,360)
(8,20,324)
(8,24,270)
(8,27,240)
(8,30,216)
(8,36,180)
(8,40,162)
(8,45,144)
(8,48,135)
(8,54,120)
(8,60,108)
(8,72,90)
(8,80,81)
(9,9,640)
(9,10,576)
(9,12,480)
(9,15,384)
(9,16,360)
(9,18,320)
(9,20,288)
(9,24,240)
(9,30,192)
(9,32,180)
(9,36,160)
(9,40,144)
(9,45,128)
(9,48,120)
(9,60,96)
(9,64,90)
(9,72,80)
(10,12,432)
(10,16,324)
(10,18,288)
(10,24,216)
(10,27,192)
(10,32,162)
(10,36,144)
(10,48,108)
(10,54,96)
(10,64,81)
(10,72,72)
(12,12,360)
(12,15,288)
(12,16,270)
(12,18,240)
(12,20,216)
(12,24,180)
(12,27,160)
(12,30,144)
(12,32,135)
(12,36,120)
(12,40,108)
(12,45,96)
(12,48,90)
(12,54,80)
(12,60,72)
(15,16,216)
(15,18,192)
(15,24,144)
(15,27,128)
(15,32,108)
(15,36,96)
(15,48,72)
(15,54,64)
(16,18,180)
(16,20,162)
(16,24,135)
(16,27,120)
(16,30,108)
(16,36,90)
(16,40,81)
(16,45,72)
(16,54,60)
(18,18,160)
(18,20,144)
(18,24,120)
(18,30,96)
(18,32,90)
(18,36,80)
(18,40,72)
(18,45,64)
(18,48,60)
(20,24,108)
(20,27,96)
(20,32,81)
(20,36,72)
(20,48,54)
(24,24,90)
(24,27,80)
(24,30,72)
(24,36,60)
(24,40,54)
(24,45,48)
(27,30,64)
(27,32,60)
(27,40,48)
(30,32,54)
(30,36,48)
(32,36,45)
(36,36,40)
# 61440:
(1,1,61440)
(1,2,30720)
(1,3,20480)
(1,4,15360)
(1,5,12288)
(1,6,10240)
(1,8,7680)
(1,10,6144)
(1,12,5120)
(1,15,4096)
(1,16,3840)
(1,20,3072)
(1,24,2560)
(1,30,2048)
(1,32,1920)
(1,40,1536)
(1,48,1280)
(1,60,1024)
(1,64,960)
(1,80,768)
(1,96,640)
(1,120,512)
(1,128,480)
(1,160,384)
(1,192,320)
(1,240,256)
(2,2,15360)
(2,3,10240)
(2,4,7680)
(2,5,6144)
(2,6,5120)
(2,8,3840)
(2,10,3072)
(2,12,2560)
(2,15,2048)
(2,16,1920)
(2,20,1536)
(2,24,1280)
(2,30,1024)
(2,32,960)
(2,40,768)
(2,48,640)
(2,60,512)
(2,64,480)
(2,80,384)
(2,96,320)
(2,120,256)
(2,128,240)
(2,160,192)
(3,4,5120)
(3,5,4096)
(3,8,2560)
(3,10,2048)
(3,16,1280)
(3,20,1024)
(3,32,640)
(3,40,512)
(3,64,320)
(3,80,256)
(3,128,160)
(4,4,3840)
(4,5,3072)
(4,6,2560)
(4,8,1920)
(4,10,1536)
(4,12,1280)
(4,15,1024)
(4,16,960)
(4,20,768)
(4,24,640)
(4,30,512)
(4,32,480)
(4,40,384)
(4,48,320)
(4,60,256)
(4,64,240)
(4,80,192)
(4,96,160)
(4,120,128)
(5,6,2048)
(5,8,1536)
(5,12,1024)
(5,16,768)
(5,24,512)
(5,32,384)
(5,48,256)
(5,64,192)
(5,96,128)
(6,8,1280)
(6,10,1024)
(6,16,640)
(6,20,512)
(6,32,320)
(6,40,256)
(6,64,160)
(6,80,128)
(8,8,960)
(8,10,768)
(8,12,640)
(8,15,512)
(8,16,480)
(8,20,384)
(8,24,320)
(8,30,256)
(8,32,240)
(8,40,192)
(8,48,160)
(8,60,128)
(8,64,120)
(8,80,96)
(10,12,512)
(10,16,384)
(10,24,256)
(10,32,192)
(10,48,128)
(10,64,96)
(12,16,320)
(12,20,256)
(12,32,160)
(12,40,128)
(12,64,80)
(15,16,256)
(15,32,128)
(15,64,64)
(16,16,240)
(16,20,192)
(16,24,160)
(16,30,128)
(16,32,120)
(16,40,96)
(16,48,80)
(16,60,64)
(20,24,128)
(20,32,96)
(20,48,64)
(24,32,80)
(24,40,64)
(30,32,64)
(32,32,60)
(32,40,48)
# 41191:
(1,1,41191)
(1,17,2423)
# 64944:
(1,1,64944)
(1,2,32472)
(1,3,21648)
(1,4,16236)
(1,6,10824)
(1,8,8118)
(1,9,7216)
(1,11,5904)
(1,12,5412)
(1,16,4059)
(1,18,3608)
(1,22,2952)
(1,24,2706)
(1,33,1968)
(1,36,1804)
(1,41,1584)
(1,44,1476)
(1,48,1353)
(1,66,984)
(1,72,902)
(1,82,792)
(1,88,738)
(1,99,656)
(1,123,528)
(1,132,492)
(1,144,451)
(1,164,396)
(1,176,369)
(1,198,328)
(1,246,264)
(2,2,16236)
(2,3,10824)
(2,4,8118)
(2,6,5412)
(2,8,4059)
(2,9,3608)
(2,11,2952)
(2,12,2706)
(2,18,1804)
(2,22,1476)
(2,24,1353)
(2,33,984)
(2,36,902)
(2,41,792)
(2,44,738)
(2,66,492)
(2,72,451)
(2,82,396)
(2,88,369)
(2,99,328)
(2,123,264)
(2,132,246)
(2,164,198)
(3,3,7216)
(3,4,5412)
(3,6,3608)
(3,8,2706)
(3,11,1968)
(3,12,1804)
(3,16,1353)
(3,22,984)
(3,24,902)
(3,33,656)
(3,41,528)
(3,44,492)
(3,48,451)
(3,66,328)
(3,82,264)
(3,88,246)
(3,123,176)
(3,132,164)
(4,4,4059)
(4,6,2706)
(4,9,1804)
(4,11,1476)
(4,12,1353)
(4,18,902)
(4,22,738)
(4,33,492)
(4,36,451)
(4,41,396)
(4,44,369)
(4,66,246)
(4,82,198)
(4,99,164)
(4,123,132)
(6,6,1804)
(6,8,1353)
(6,11,984)
(6,12,902)
(6,22,492)
(6,24,451)
(6,33,328)
(6,41,264)
(6,44,246)
(6,66,164)
(6,82,132)
(6,88,123)
(8,9,902)
(8,11,738)
(8,18,451)
(8,22,369)
(8,33,246)
(8,41,198)
(8,66,123)
(8,82,99)
(9,11,656)
(9,16,451)
(9,22,328)
(9,41,176)
(9,44,164)
(9,82,88)
(11,12,492)
(11,16,369)
(11,18,328)
(11,24,246)
(11,36,164)
(11,41,144)
(11,48,123)
(11,72,82)
(12,12,451)
(12,22,246)
(12,33,164)
(12,41,132)
(12,44,123)
(12,66,82)
(16,33,123)
(16,41,99)
(18,22,164)
(18,41,88)
(18,44,82)
(22,24,123)
(22,36,82)
(22,41,72)
(24,33,82)
(24,41,66)
(33,41,48)
(36,41,44)
# 32399:
(1,1,32399)
(1,179,181)
# 44088:
(1,1,44088)
(1,2,22044)
(1,3,14696)
(1,4,11022)
(1,6,7348)
(1,8,5511)
(1,11,4008)
(1,12,3674)
(1,22,2004)
(1,24,1837)
(1,33,1336)
(1,44,1002)
(1,66,668)
(1,88,501)
(1,132,334)
(1,167,264)
(2,2,11022)
(2,3,7348)
(2,4,5511)
(2,6,3674)
(2,11,2004)
(2,12,1837)
(2,22,1002)
(2,33,668)
(2,44,501)
(2,66,334)
(2,132,167)
(3,4,3674)
(3,8,1837)
(3,11,1336)
(3,22,668)
(3,44,334)
(3,88,167)
(4,6,1837)
(4,11,1002)
(4,22,501)
(4,33,334)
(4,66,167)
(6,11,668)
(6,22,334)
(6,44,167)
(8,11,501)
(8,33,167)
(11,12,334)
(11,24,167)
(12,22,167)
# 1477:
(1,1,1477)
(1,7,211)
# 15844:
(1,1,15844)
(1,2,7922)
(1,4,3961)
(1,17,932)
(1,34,466)
(1,68,233)
(2,2,3961)
(2,17,466)
(2,34,233)
(4,17,233)
# 53315:
(1,1,53315)
(1,5,10663)
# 59547:
(1,1,59547)
(1,3,19849)
(1,23,2589)
(1,69,863)
(3,23,863)
# 27217:
(1,1,27217)
(1,17,1601)
# 13221:
(1,1,13221)
(1,3,4407)
(1,9,1469)
(1,13,1017)
(1,39,339)
(1,113,117)
(3,3,1469)
(3,13,339)
(3,39,113)
(9,13,113)
# 67963:
(1,1,67963)
(1,7,9709)
(1,19,3577)
(1,49,1387)
(1,73,931)
(1,133,511)
(7,7,1387)
(7,19,511)
(7,73,133)
(19,49,73)
# 42642:
(1,1,42642)
(1,2,21321)
(1,3,14214)
(1,6,7107)
(1,9,4738)
(1,18,2369)
(1,23,1854)
(1,46,927)
(1,69,618)
(1,103,414)
(1,138,309)
(1,206,207)
(2,3,7107)
(2,9,2369)
(2,23,927)
(2,69,309)
(2,103,207)
(3,3,4738)
(3,6,2369)
(3,23,618)
(3,46,309)
(3,69,206)
(3,103,138)
(6,23,309)
(6,69,103)
(9,23,206)
(9,46,103)
(18,23,103)
# 30266:
(1,1,30266)
(1,2,15133)
(1,37,818)
(1,74,409)
(2,37,409)
# 4252:
(1,1,4252)
(1,2,2126)
(1,4,1063)
(2,2,1063)
# 55637:
(1,1,55637)
(1,23,2419)
(1,41,1357)
(1,59,943)
(23,41,59)
# 1497:
(1,1,1497)
(1,3,499)
# 76672:
(1,1,76672)
(1,2,38336)
(1,4,19168)
(1,8,9584)
(1,16,4792)
(1,32,2396)
(1,64,1198)
(1,128,599)
(2,2,19168)
(2,4,9584)
(2,8,4792)
(2,16,2396)
(2,32,1198)
(2,64,599)
(4,4,4792)
(4,8,2396)
(4,16,1198)
(4,32,599)
(8,8,1198)
(8,16,599)
# 75611:
(1,1,75611)
# 48221:
(1,1,48221)
# 14769:
(1,1,14769)
(1,3,4923)
(1,9,1641)
(1,27,547)
(3,3,1641)
(3,9,547)
# 70500:
(1,1,70500)
(1,2,35250)
(1,3,23500)
(1,4,17625)
(1,5,14100)
(1,6,11750)
(1,10,7050)
(1,12,5875)
(1,15,4700)
(1,20,3525)
(1,25,2820)
(1,30,2350)
(1,47,1500)
(1,50,1410)
(1,60,1175)
(1,75,940)
(1,94,750)
(1,100,705)
(1,125,564)
(1,141,500)
(1,150,470)
(1,188,375)
(1,235,300)
(1,250,282)
(2,2,17625)
(2,3,11750)
(2,5,7050)
(2,6,5875)
(2,10,3525)
(2,15,2350)
(2,25,1410)
(2,30,1175)
(2,47,750)
(2,50,705)
(2,75,470)
(2,94,375)
(2,125,282)
(2,141,250)
(2,150,235)
(3,4,5875)
(3,5,4700)
(3,10,2350)
(3,20,1175)
(3,25,940)
(3,47,500)
(3,50,470)
(3,94,250)
(3,100,235)
(3,125,188)
(4,5,3525)
(4,15,1175)
(4,25,705)
(4,47,375)
(4,75,235)
(4,125,141)
(5,5,2820)
(5,6,2350)
(5,10,1410)
(5,12,1175)
(5,15,940)
(5,20,705)
(5,25,564)
(5,30,470)
(5,47,300)
(5,50,282)
(5,60,235)
(5,75,188)
(5,94,150)
(5,100,141)
(6,10,1175)
(6,25,470)
(6,47,250)
(6,50,235)
(6,94,125)
(10,10,705)
(10,15,470)
(10,25,282)
(10,30,235)
(10,47,150)
(10,50,141)
(10,75,94)
(12,25,235)
(12,47,125)
(15,20,235)
(15,25,188)
(15,47,100)
(15,50,94)
(20,25,141)
(20,47,75)
(25,30,94)
(25,47,60)
(30,47,50)
# 94852:
(1,1,94852)
(1,2,47426)
(1,4,23713)
(1,23,4124)
(1,46,2062)
(1,92,1031)
(2,2,23713)
(2,23,2062)
(2,46,1031)
(4,23,1031)
# 95267:
(1,1,95267)
# 85123:
(1,1,85123)
(1,23,3701)
# 60631:
(1,1,60631)
# 69202:
(1,1,69202)
(1,2,34601)
(1,7,9886)
(1,14,4943)
(2,7,4943)
# 95102:
(1,1,95102)
(1,2,47551)
(1,7,13586)
(1,14,6793)
(2,7,6793)
# 79301:
(1,1,79301)
# 3843:
(1,1,3843)
(1,3,1281)
(1,7,549)
(1,9,427)
(1,21,183)
(1,61,63)
(3,3,427)
(3,7,183)
(3,21,61)
(7,9,61)
# 96019:
(1,1,96019)
(1,7,13717)
(1,11,8729)
(1,29,3311)
(1,43,2233)
(1,77,1247)
(1,203,473)
(1,301,319)
(7,11,1247)
(7,29,473)
(7,43,319)
(11,29,301)
(11,43,203)
(29,43,77)
# 95790:
(1,1,95790)
(1,2,47895)
(1,3,31930)
(1,5,19158)
(1,6,15965)
(1,10,9579)
(1,15,6386)
(1,30,3193)
(1,31,3090)
(1,62,1545)
(1,93,1030)
(1,103,930)
(1,155,618)
(1,186,515)
(1,206,465)
(1,309,310)
(2,3,15965)
(2,5,9579)
(2,15,3193)
(2,31,1545)
(2,93,515)
(2,103,465)
(2,155,309)
(3,5,6386)
(3,10,3193)
(3,31,1030)
(3,62,515)
(3,103,310)
(3,155,206)
(5,6,3193)
(5,31,618)
(5,62,309)
(5,93,206)
(5,103,186)
(6,31,515)
(6,103,155)
(10,31,309)
(10,93,103)
(15,31,206)
(15,62,103)
(30,31,103)
# 94409:
(1,1,94409)
(1,7,13487)
# 96351:
(1,1,96351)
(1,3,32117)
# 18234:
(1,1,18234)
(1,2,9117)
(1,3,6078)
(1,6,3039)
(1,9,2026)
(1,18,1013)
(2,3,3039)
(2,9,1013)
(3,3,2026)
(3,6,1013)
# 62577:
(1,1,62577)
(1,3,20859)
(1,9,6953)
(1,17,3681)
(1,51,1227)
(1,153,409)
(3,3,6953)
(3,17,1227)
(3,51,409)
(9,17,409)
# 55597:
(1,1,55597)
(1,53,1049)
# 2242:
(1,1,2242)
(1,2,1121)
(1,19,118)
(1,38,59)
(2,19,59)
# 2320:
(1,1,2320)
(1,2,1160)
(1,4,580)
(1,5,464)
(1,8,290)
(1,10,232)
